"description","name","sku","pack","size","gtin","retail_price","is_catch_weight","average_case_weight","image","manufacturer_sku","ordering_unit","is_broken_case","content_url","brand","taxonomy","level 1","level 2","level 3","manufacturer_name","distributor_name","unit_price","extra_data"
,"SHRIMP BREADED 16/20 FANTAIL 4/3 LB","6314","12 LB.","16/20","",,"","","","","BOX","","https://www.badgermurphy.com/product/shrimp-breaded-16-20-fantail-4-3-lb/","BOCA SEAS","","","","","","Badger Murphy","",""
,"SHRIMP IN A BASKET RAW 12/7.5 OZ","6312","5.625 LB.","50-65 CNT","",,"","","","","CASE","","https://www.badgermurphy.com/product/shrimp-in-a-basket-raw-12-7-5-oz/","FISHERY PRODUCT","","","","","","Badger Murphy","",""
,"SILVER PRE-SOAK 2/6 LB SOLID SILVER +","3305","1 CASE +","6 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/silver-pre-soak-2-6-lb-solid-silver/","TMS","","","","","","Badger Murphy","",""
,"SILVER PRE-SOAK LIQUID 4/1 GAL RECOVERY","3300","1 CASE","1 GAL.","",,"","","","","CASE","","https://www.badgermurphy.com/product/silver-pre-soak-liquid-4-1-gal-recovery/","TMS","","","","","","Badger Murphy","",""
,"SMELTS OCEAN HEADLESS & GUTLESS IQF 20/1 LB","6335","20 LB.","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/smelts-ocean-headless-gutless-iqf-20-1-lb/","N/A","","","","","","Badger Murphy","",""
,"SMOKED SAUSAGE ROPE 10 LB +","6236","13 LB. +","3.25 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/smoked-sausage-rope-10-lb/","ECKRICH","","","","","","Badger Murphy","",""
,"SMOOTHIE MIX MANGO 6/64 OZ +","9452","1 CASE +","64 OUNCE","",,"","","","","CASE","","https://www.badgermurphy.com/product/smoothie-mix-mango-6-64-oz/","DAVINCI","","","","","","Badger Murphy","",""
,"SMOOTHIE MIX STRAWBERRY 6/64 OZ +","9453","1 CASE +","64 OUNCE","",,"","","","","CASE","","https://www.badgermurphy.com/product/smoothie-mix-strawberry-6-64-oz/","DAVINCI","","","","","","Badger Murphy","",""
,"SOUP BEAN WITH BACON CONDENSED 12/52 OZ +","4283","1 CASE *","52 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-bean-with-bacon-condensed-12-52-oz/","CAMPBELLS","","","","","","Badger Murphy","",""
,"SOUP FROZEN BEAN BLACK 4/4 LB","8532","1 CASE","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-bean-black-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP FROZEN BEEF BARLEY 4/4 LB","8514","1 CASE","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-beef-barley-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP FROZEN CHICKEN & ARTICHOKE FLORENTINE 4/4 LB *","400307","1 CASE *","4 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-chicken-artichoke-florentine-4-4-lb/","BLOUNT","","","","","","Badger Murphy","",""
,"SOUP FROZEN CHICKEN & DUMPLING 4/4 LB","8521","1 CASE","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-chicken-dumpling-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP FROZEN CHICKEN GUMBO 4/8 LB","8524","1 CASE","8 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-chicken-gumbo-4-8-lb/","CHEF FRANCISCO","","","","","","Badger Murphy","",""
,"SOUP FROZEN CHICKEN NOODLE 4/4 LB","8504","1 CASE","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-chicken-noodle-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP FROZEN CHICKEN SAUSAGE GUMBO 4/4 LB *","400311","1 CASE *","4 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-chicken-sausage-gumbo-4-4-lb/","BLOUNT","","","","","","Badger Murphy","",""
,"SOUP FROZEN CHICKEN TORTILLA 4/4 LB *","8502","1 CASE *","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-chicken-tortilla-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP FROZEN CLAM CHOWDER BOSTON 4/4 LB","8508","1 CASE","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-clam-chowder-boston-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP FROZEN CREAM BROCCOLI WITH CHEESE 4/4 LB","8501","1 CASE","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-cream-broccoli-with-cheese-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP FROZEN CREAM CHICKEN W/WHITE RICE 4/4 LB +","8503","1 CASE +","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-cream-chicken-w-white-rice-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP FROZEN CREAM CHICKEN WITH WILD RICE 4/4 LB","8507","1 CASE","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-cream-chicken-with-wild-rice-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP FROZEN ITALIAN WEDDING 4/4 LB","8579","1 CASE","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-italian-wedding-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP FROZEN LASAGNA WITH TURKEY SAUSAGE 4/4 LB *","400321","1 CASE *","4 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-lasagna-with-turkey-sausage-4-4-lb/","BLOUNT","","","","","","Badger Murphy","",""
,"SOUP FROZEN LENTIL CHICKPEA ORGANIC 4/4 LB *","400328","1 CASE *","4 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-lentil-chickpea-organic-4-4-lb/","BLOUNT","","","","","","Badger Murphy","",""
,"SOUP FROZEN MINESTRONE 4/4 LB +","8515","1 CASE +","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-minestrone-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP FROZEN POTATO AND CHEESE 4/4 LB","8525","1 CASE","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-potato-and-cheese-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP FROZEN SHRIMP ROASTED CORN CHOWDER 4/4 LB *","400334","1 CASE *","4 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-shrimp-roasted-corn-chowder-4-4-lb/","BLOUNT","","","","","","Badger Murphy","",""
,"SOUP FROZEN SPINACH & FETA CHOWDER 4/4 LB *","400337","1 CASE *","4 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-spinach-feta-chowder-4-4-lb/","BLOUNT","","","","","","Badger Murphy","",""
,"SOUP FROZEN SPLIT PEA OLD FASHIONED 4/4 LB *","400352","1 CASE *","4 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-split-pea-old-fashioned-4-4-lb/","BLOUNT","","","","","","Badger Murphy","",""
,"SOUP FROZEN SPLIT PEA WITH HAM 4/4 LB +","8506","1 CASE +","4#","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-split-pea-with-ham-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP FROZEN TOMATO 4/4 LB","8513","1 CASE","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-tomato-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP FROZEN VEGETABLE FIRE ROASTED 4/4 LB *","400318","1 CASE *","4 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-vegetable-fire-roasted-4-4-lb/","BLOUNT","","","","","","Badger Murphy","",""
,"SOUP FROZEN VEGETABLE GARDEN 4/4 LB","8510","1 CASE","4 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-frozen-vegetable-garden-4-4-lb/","BISTRO","","","","","","Badger Murphy","",""
,"SOUP MIX FRENCH ONION 6/21 OZ *","8550","1 CASE *","21 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-mix-french-onion-6-21-oz/","KNORR","","","","","","Badger Murphy","",""
,"SOUP ONION FRENCH 12/50 OZ *","4285","1 CASE *","50 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-onion-french-12-50-oz/","CAMPBELLS","","","","","","Badger Murphy","",""
,"SOUP TOMATO CONDENSED 12/51 OZ","4245","1 CASE","51 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-tomato-condensed-12-51-oz/","HEINZ","","","","","","Badger Murphy","",""
,"SOUP VEGETABLE MIX 6/19.01 OZ *","8522","1 CASE *","19.01 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/soup-vegetable-mix-6-19-01-oz/","KNORR","","","","","","Badger Murphy","",""
,"SOUR CREAM 100/1 OZ","0714B","1 CASE","1 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/sour-cream-100-1-oz/","LAKEVIEW","","","","","","Badger Murphy","",""
,"SOUR CREAM 30 LB","0715","30 LB.","30 LB.","",,"","","","","PAIL","","https://www.badgermurphy.com/product/sour-cream-30-lb/","BADGER","","","","","","Badger Murphy","",""
,"SOUR CREAM 30 LB BAG-IN-BOX *","0731","30 LB. *","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/sour-cream-30-lb-bag-in-box/","LAKEVIEW","","","","","","Badger Murphy","",""
,"SOUR CREAM 30 LB PAIL *","0733","1 PAIL *","30 LB.","",,"","","","","PAIL","","https://www.badgermurphy.com/product/sour-cream-30-lb-pail/","LAKEVIEW","","","","","","Badger Murphy","",""
,"SOUR CREAM 4/5 LB *","0705V","1 CASE *","5 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/sour-cream-4-5-lb/","DAISY","","","","","","Badger Murphy","",""
,"SOUR CREAM 5 LB","0714","5 LB.","5 LB.","",,"","","","","TUB","","https://www.badgermurphy.com/product/sour-cream-5-lb/","BADGER","","","","","","Badger Murphy","",""
,"SOUR CREAM 5 LB","0749","1 TUB","N/A","",,"","","","","TUB","","https://www.badgermurphy.com/product/sour-cream-5-lb-2/","PRAIRE FARMS","","","","","","Badger Murphy","",""
,"SOUR CREAM 6/4.5 LB POUCHES *","0705W","1 CASE *","4.5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/sour-cream-6-4-5-lb-pouches/","DAISY","","","","","","Badger Murphy","",""
,"SOUR CREAM ACIDIFIED 30 LB *","0719","30 LB. *","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/sour-cream-acidified-30-lb/","BADGER","","","","","","Badger Murphy","",""
,"SOUR CREAM NATURAL 32 LB +","0719N","32 LB. +","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/sour-cream-natural-32-lb/","LAKEVIEW FARMS","","","","","","Badger Murphy","",""
,"SOUR CREAM POTASSIUM SORBATE FREE *","0735","30 LB. *","30 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/sour-cream-potassium-sorbate-free/","BADGERMURPHY-Yellow Label","","","","","","Badger Murphy","",""
,"SOUR DRESSING BAG IN BOX 30 LB *","0794","30 LB *","N/A","",,"","","","","BOX","","https://www.badgermurphy.com/product/sour-dressing-bag-in-box-30-lb/","LAKEVIEW FARMS","","","","","","Badger Murphy","",""
,"SPANAKOPITA 200 CT *","827208","1 CASE *","200 CT","",,"","","","","CASE","","https://www.badgermurphy.com/product/spanakopita-200-ct/","KABOBS","","","","","","Badger Murphy","",""
,"SPINACH & FETA TRIANGLES 144/1 OZ *","8417A","1 CASE *","1 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/spinach-feta-triangles-144-1-oz/","ATHENIAN","","","","","","Badger Murphy","",""
,"SPINACH BABY 2/2 LB.","4530B","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/spinach-baby-2-2-lb/","N/A","","","","","","Badger Murphy","",""
,"SPINACH CELLO 8/10 OZ","4530A","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/spinach-cello-8-10-oz/","N/A","","","","","","Badger Murphy","",""
,"SPINACH CLEANED CALIFORNIA 4/2.5 LB","4530C","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/spinach-cleaned-california-4-2-5-lb/","N/A","","","","","","Badger Murphy","",""
,"SPINACH LEAF CUT 6/#10 *","4224","1 CASE *","#10 CAN","",,"","","","","CASE","","https://www.badgermurphy.com/product/spinach-leaf-cut-6-10/","N/A","","","","","","Badger Murphy","",""
,"SPONGES STAINLESS STEEL 6/1 DOZ","9690","1 CASE +","1.25 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/sponges-stainless-steel-6-1-doz/","SCOTCH BRITE","","","","","","Badger Murphy","",""
,"SPREAD CHEDDAR SHARP 2/10 LB","0211","1 CASE","10 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/spread-cheddar-sharp-2-10-lb/","MERKTS","","","","","","Badger Murphy","",""
,"SQUASH BUTTERNUT DICED 3/4 IN 5 LB *","5404","1 BOX *","3/4 INCH","",,"","","","","CASE","","https://www.badgermurphy.com/product/squash-butternut-diced-3-4-in-5-lb/","N/A","","","","","","Badger Murphy","",""
,"SQUASH YELLOW 25 LB AVG","4503","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/squash-yellow-25-lb-avg/","N/A","","","","","","Badger Murphy","",""
,"SQUASH YELLOW 5 LB","4503A","5 LB","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/squash-yellow-5-lb/","N/A","","","","","","Badger Murphy","",""
,"SQUASH YELLOW COIN CUT 5 LB *","5405","1 BOX *","N/A","",,"","","","","BOX","","https://www.badgermurphy.com/product/squash-yellow-coin-cut-5-lb/","N/A","","","","","","Badger Murphy","",""
,"SQUASH YELLOW DICED 1/2 IN 5 LB *","5442","1 BOX *","1/2 INCH","",,"","","","","BOX","","https://www.badgermurphy.com/product/squash-yellow-diced-1-2-in-5-lb/","CUT FRESH","","","","","","Badger Murphy","",""
,"SQUASH YELLOW HALF MOON 5 LB *","5433","1 BOX *","1/2 MOON","",,"","","","","BOX","","https://www.badgermurphy.com/product/squash-yellow-half-moon-5-lb/","CUT FRESH","","","","","","Badger Murphy","",""
,"SQUASH ZUCCHINI 25 LB AVG","4542","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/squash-zucchini-25-lb-avg/","N/A","","","","","","Badger Murphy","",""
,"SQUASH ZUCCHINI 5 LB","4542A","1/4 CS.","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/squash-zucchini-5-lb/","N/A","","","","","","Badger Murphy","",""
,"SQUASH ZUCCHINI COIN CUT 1/4 IN 5 LB *","5406","1 BOX *","1/4 INCH","",,"","","","","BOX","","https://www.badgermurphy.com/product/squash-zucchini-coin-cut-1-4-in-5-lb/","N/A","","","","","","Badger Murphy","",""
,"SQUASH ZUCCHINI DICED 1/2 IN 5 LB *","5432","1 BOX *","1/2 INCH","",,"","","","","BOX","","https://www.badgermurphy.com/product/squash-zucchini-diced-1-2-in-5-lb/","CUT FRESH","","","","","","Badger Murphy","",""
,"SQUASH ZUCCHINI FRESH SHREDDED 10 LB *","8220B","10 LB. *","5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/squash-zucchini-fresh-shredded-10-lb/","VEG FRESH","","","","","","Badger Murphy","",""
,"STAINLESS STEEL CLEANER 6/32 OZ *","3328","1 CASE *","32 OZ.","",,"","","","","CASE","","https://www.badgermurphy.com/product/stainless-steel-cleaner-6-32-oz/","TMS","","","","","","Badger Murphy","",""
,"STARCH FOOD INSTANT 50 LB *","0338","50 LB. *","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/starch-food-instant-50-lb/","PFI","","","","","","Badger Murphy","",""
,"STARCH CLEARJEL REGULAR 50 LB *","0338A","50 LB. *","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/starch-clearjel-regular-50-lb/","N/A","","","","","","Badger Murphy","",""
,"STARCH CORN 50 LB","0337","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/starch-corn-50-lb/","N/A","","","","","","Badger Murphy","",""
,"STARCH CORN 24/1 LB","0313","1 CASE","1 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/starch-corn-24-1-lb/","ARGO","","","","","","Badger Murphy","",""
,"STARCH POTATO UNMODIFIED 25 KILO +","0395","1 BAG +","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/starch-potato-unmodified-25-kilo/","AVEBE","","","","","","Badger Murphy","",""
,"STEW VEGETABLE MIX 5 LB *","5431","1 BOX *","N/A","",,"","","","","BOX","","https://www.badgermurphy.com/product/stew-vegetable-mix-5-lb/","N/A","","","","","","Badger Murphy","",""
,"STICKY BUN SMEAR (CARAMEL) 21 LB *","847057","1 CASE *","21 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/sticky-bun-smear-caramel-21-lb/","CSM BAKERY","","","","","","Badger Murphy","",""
,"STIR FRY MIX 5 LB *","5403","1 BOX *","N/A","",,"","","","","BOX","","https://www.badgermurphy.com/product/stir-fry-mix-5-lb/","N/A","","","","","","Badger Murphy","",""
,"STIRRER SIPPER BLACK 10/1000 CT *","4092A","1 CASE *","5 INCH","",,"","","","","CASE","","https://www.badgermurphy.com/product/stirrer-sipper-black-10-1000-ct/","PRO SOURCE","","","","","","Badger Murphy","",""
,"STOUFFER MACARONI & CHEESE 12/12 OZ","830696","1 CASE","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/stouffer-macaroni-cheese-12-12-oz/","STOUFFERS","","","","","","Badger Murphy","",""
,"STRAWBERRIES FRESH 1 LB","4567","1 LB.","PC.","",,"","","","","PC.","","https://www.badgermurphy.com/product/strawberries-fresh-1-lb/","DRISCOLL","","","","","","Badger Murphy","",""
,"STRAWBERRIES FRESH 8/1 LB","4540","1 FLAT","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/strawberries-fresh-8-1-lb/","N/A","","","","","","Badger Murphy","",""
,"STRAWBERRIES FROZEN WHOLE 4+1 30 LB","0606","30 LB.","N/A","",,"","","","","N/A","","https://www.badgermurphy.com/product/strawberries-frozen-whole-41-30-lb/","N/A","","","","","","Badger Murphy","",""
,"STRAWBERRIES SLICED FROZEN 4+1 30 LB","0615","30 LB.","N/A","",,"","","","","PAIL","","https://www.badgermurphy.com/product/strawberries-sliced-frozen-41-30-lb/","N/A","","","","","","Badger Murphy","",""
,"STRAWBERRIES SLICED FROZEN 4+1 6/6.5 LB","0616","1 CASE","6.5 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/strawberries-sliced-frozen-41-6-6-5-lb/","SIMPLOT CLASSIC","","","","","","Badger Murphy","",""
,"STRAWBERRIES SLICED IQF 2/5 LB *","847001","1 CASE *","5 LB","",,"","","","","CASE","","https://www.badgermurphy.com/product/strawberries-sliced-iqf-2-5-lb/","N/A","","","","","","Badger Murphy","",""
,"STRAWBERRIES SLICED IQF 30 LB +","8234","30 LB. +","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/strawberries-sliced-iqf-30-lb/","N/A","","","","","","Badger Murphy","",""
,"STRAWBERRIES WHOLE FROZEN IQF 30 LB","0612A","30 LB.","N/A","",,"","","","","CASE","","https://www.badgermurphy.com/product/strawberries-whole-frozen-iqf-30-lb/","ARGENTINA","","","","","","Badger Murphy","",""
,"STRAWBERRY EMULSION","0406A","1 GAL","1 GAL.","",,"","","","","GAL.","","https://www.badgermurphy.com/product/strawberry-emulsion/","MAR-VA-FLO","","","","","","Badger Murphy","",""
,"STRAWBERRY PUREE 30 OZ","840420","1 TUB","30 OZ","",,"","","","","EACH","","https://www.badgermurphy.com/product/strawberry-puree-30-oz/","PERFECT PUREE","","","","","","Badger Murphy","",""
,"STRAWS FLEX WRAPPED 400 CT +","4093","1 BOX +","400 CT.","",,"","","","","BOX","","https://www.badgermurphy.com/product/straws-flex-wrapped-400-ct/","N/A","","","","","","Badger Murphy","",""
,"STRAWS JUMBO WRAPPED 24/500 CT","4091A","1 CASE","JUMBO","",,"","","","","CASE","","https://www.badgermurphy.com/product/straws-jumbo-wrapped-24-500-ct/","N/A","","","","","","Badger Murphy","",""
,"STRAWS JUMBO WRAPPED 500 CT","4091","1 BOX","JUMBO","",,"","","","","BOX","","https://www.badgermurphy.com/product/straws-jumbo-wrapped-500-ct/","N/A","","","","","","Badger Murphy","",""
,"STRIP EDELWEISS 2 CT","840809","1 CASE","16 IN","",,"","","","","CASE","","https://www.badgermurphy.com/product/strip-edelweiss-2-ct/","SYMPHONY","","","","","","Badger Murphy","",""
,"STRIP LEMON TART 2 CT","840806","1 CASE","16 IN","",,"","","","","CASE","","https://www.badgermurphy.com/product/strip-lemon-tart-2-ct/","SYMPHONY","","","","","","Badger Murphy","",""
,"STRIPS 4 SEASONS 4 STRIPS 192 CT *","840820","1 CASE *","192 CT","",,"","","","","CASE","","https://www.badgermurphy.com/product/strips-4-seasons-4-strips-192-ct/","SYMPHONY","","","","","","Badger Murphy","",""
,"STRIPS CARROT CAKE 2 CT","840814","1 CASE","16 IN","",,"","","","","CASE","","https://www.badgermurphy.com/product/strips-carrot-cake-2-ct/","SYMPHONY","","","","","","Badger Murphy","",""
,"STRIPS CHOCOLATE CRUNCH 4 CT","840804","1 CASE","12 IN","",,"","","","","CASE","","https://www.badgermurphy.com/product/strips-chocolate-crunch-4-ct/","SYMPHONY","","","","","","Badger Murphy","",""
,"STRIPS EQUATOR 2 CT","840810","1 CASE","16 IN","",,"","","","","CASE","","https://www.badgermurphy.com/product/strips-equator-2-ct/","SYMPHONY","","","","","","Badger Murphy","",""
,"STRIPS NORMANDY 16 IN 2 CT *","840822","1 CASE *","16 IN","",,"","","","","CASE","","https://www.badgermurphy.com/product/strips-normandy-16-in-2-ct/","SYMPHONY","","","","","","Badger Murphy","",""
,"STRIPS OPERA 4 CT","840803","1 CASE","12 IN","",,"","","","","CASE","","https://www.badgermurphy.com/product/strips-opera-4-ct/","SYMPHONY","","","","","","Badger Murphy","",""
,"STRIPS RED VELVET 2 CT *","840816","1 CASE *","CASE","",,"","","","","CASE","","https://www.badgermurphy.com/product/strips-red-velvet-2-ct/","SYMPHONY","","","","","","Badger Murphy","",""
,"STRIPS TIRAMISU 2 CT","840805","1 CASE","16 IN","",,"","","","","CASE","","https://www.badgermurphy.com/product/strips-tiramisu-2-ct/","SYMPHONY","","","","","","Badger Murphy","",""
,"SUGAR BAKERS SPECIAL 50 LB","0685","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/sugar-bakers-special-50-lb/","C&H SUGAR","","","","","","Badger Murphy","",""
,"SUGAR BROWN DARK 24/1 LB","0686","1 CASE","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/sugar-brown-dark-24-1-lb/","DOMINO","","","","","","Badger Murphy","",""
,"SUGAR BROWN LIGHT 24/1 LB","0371C","1 CASE","1 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/sugar-brown-light-24-1-lb/","DOMINO","","","","","","Badger Murphy","",""
,"SUGAR BROWN LIGHT 50 LB","0371A","1 BAG","N/A","",,"","","","","BAG","","https://www.badgermurphy.com/product/sugar-brown-light-50-lb/","IMPERIAL","","","","","","Badger Murphy","",""
,"SUGAR BROWN MEDIUM 50 LB +","0339B","1 BAG +","50 LB.","",,"","","","","CASE","","https://www.badgermurphy.com/product/sugar-brown-medium-50-lb/","C&H SUGAR","","","","","","Badger Murphy","",""
