description,name,sku,pack,size,gtin,retail_price,is_catch_weight,average_case_weight,image,manufacturer_sku,ordering_unit,is_broken_case,content_url,brand,level_1,level_2,level_3,manufacturer_name,distributor_name,unit_price,extra_data
"Only available through The Chefs' Warehouse, our Allen Brothers Applewood Smoked Bacon is a canvas for culinary creativity. Whether you're adding it to a gourmet burger, enhancing a classic BLT, or simply seeking to elevate your breakfast menu, this bacon is your ultimate ally in the kitchen. Our Applewood Smoked Bacon boasts a harmonious blend of smoky, savory, and slightly sweet flavors, making it a standout choice for a variety of culinary applications. Our Applewood Smoked Bacon undergoes rigorous quality control measures to ensure that each strip meets the highest standards, preserving the natural smokiness, texture, and flavor that our customers expect.",Applewood Bacon Slab,BC37788,,2 x 12.5 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/bc37788_0.jpg,,,,https://www.chefswarehouse.com/products/BC37788/,ALLEN BROTHERS,,,,DEL MONTE MEAT COMPANY,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/bc37788_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Bacon"",""sub-category"":""Bacon"",""sub-sub-category"":""Pork"",""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Bacon"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_BC37788-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""2 x 12.5 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""BC37788\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_BC37788-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2 x 12.5 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Sous Vide Pork Belly is a Boar, Elk, General product from the Scraps part of Exotic Meat.",Sous Vide Pork Belly,SB99425,,10 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/sb99425_0.jpg,,,,https://www.chefswarehouse.com/products/SB99425/,SEABOARD FOODS,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/sb99425_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Scraps"",""Level 4 Category"":""Angus, General, Veal, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_SB99425-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""SB99425\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_SB99425-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Pulled Pork is a Veal, Rabbit product from the Whole part of Lamb.",Pulled Pork,1000329,,1x10 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/1000329_0.jpg,,,,https://www.chefswarehouse.com/products/1000329/,LEIDYS,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/1000329_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Whole"",""Level 4 Category"":""Veal"",""product_variants"":""[{\""code\"":\""JDE_1000329-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""1x10 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""1000329\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_1000329-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""1x10 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Our Vande Rose 10-Bone Pork Rack is a masterpiece of flavor and tenderness. Each rack is carefully sourced and expertly prepared to ensure impeccable quality, preserving the succulent meat, marbling, and the rich, sweet flavor that define the essence of this exceptional cut. Our Vande Rose Pork Rack offers a harmonious combination of sweet and savory flavors, complemented by the perfect balance of meat and fat. The meat is tender and juicy, making it ideal for roasting and carving.",Antibiotic Free Duroc 10-Rib Pork Rack Heritage,AB93615,,4x7 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/ab93615_0.jpg,,,,https://www.chefswarehouse.com/products/AB93615/,VANDE ROSE,,,,,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/ab93615_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Rib"",""Level 4 Category"":""Angus, General, Veal, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_AB93615-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""4x7 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""AB93615\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_AB93615-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""4x7 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
PORK GROUND is a General product from the Drumstick part of Poultry.,PORK GROUND,10951889,,2x5 LB Case CW,, ,,,https://www.chefswarehouse.comundefined,,,,https://www.chefswarehouse.com/products/10951889/,LEIDYS,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.comundefined"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Round"",""Level 4 Category"":""General, Veal, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_10951889-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""2x5 LB Case CW\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""10951889\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_10951889-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2x5 LB Case CW\""}}],\""businessUnit\"":\""200001\""}]""}"
"Our 100% Berkshire Pork, coarse ground, versatile enough to improve, or be the star of, any meal. Use as the base for your Sunday sauce, or add your favorite ingredients to make delicious meatballs or patties.",Berkshire Ground Pork,MBP496,,10 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/mbp496_0.jpg,9.08E+13,,,https://www.chefswarehouse.com/products/MBP496/,NICOLOSI,,,,BERKSHIRE Pork,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/mbp496_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Round"",""Level 4 Category"":""General, Veal, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_MBP496-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""MBP496\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_MBP496-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Bone-in pork butt is a premium quality meat product that brings a rich and delicious taste to your meals. This cut is taken from the shoulder area of the pig and is known for its tender texture and juicy flavor. Bone-in pork butt is perfect for slow cooking, roasting, or smoking. It can be seasoned with a variety of herbs and spices to enhance its natural flavor.",Bone-in Pork Butt,SB81689CS,,4x18 LB Case CW,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/sb81689cs_0.jpg,,,,https://www.chefswarehouse.com/products/SB81689CS/,SEABOARD FOODS,,,,SEABOARD FOODS LLC,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/sb81689cs_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Lamb"",""Level 3 Category"":""Shoulder"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_SB81689CS-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""4x18 LB Case CW\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""SB81689CS\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_SB81689CS-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""4x18 LB Case CW\""}}],\""businessUnit\"":\""200001\""}]""}"
4120801010,Taylor Pork Roll,1008468,,2x6 LB BC,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/1008468_0.jpg,41208010101,,,https://www.chefswarehouse.com/products/1008468/,MOSNER,,,,MOSNER,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/1008468_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Tenderloin"",""Level 4 Category"":""Angus, General, Veal, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_1008468-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""2x6 LB BC\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""1008468\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_1008468-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2x6 LB BC\""}}],\""businessUnit\"":\""200001\""},{\""code\"":\""JDE_1008468-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""PC\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Piece\"",\""weight\"":\""2x6 LB BC\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""1008468\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Piece\"",\""options\"":[{\""text\"":\""Piece\"",\""value\"":\""Piece\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_1008468-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""2x6 LB BC\""}}],\""businessUnit\"":\""200001\""}]""}"
"Our fresh, Mexican-style chorizos are crafted from lean meat and high-quality spices with no fillers, gluten, or MSG. Expect high yields, meaty texture, and vibrant flavor. Perfect for traditional applications such as chorizo with eggs, beans, or potatoes.",Pork Chorizo Chub,1105113,,4x5 LB Case CW,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/1105113_0.jpg,21724000077,,,https://www.chefswarehouse.com/products/1105113/,VV SUPREMO,,,,V&V SUPREMO,Chefs' Warehouse,,"{""storage_type"":""Refrigerated"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/1105113_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Chorizo"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_1105113-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""4x5 LB Case CW\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""1105113\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_1105113-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""4x5 LB Case CW\""}}],\""businessUnit\"":\""200001\""}]""}"
"Heritage St. Louis Style Pork Ribs are a premium quality meat product that brings a rich and delicious taste to your meals. These ribs are taken from the belly area of the pig and are known for their meaty texture and rich flavor. Heritage St. Louis Style Pork Ribs are perfect for grilling, smoking, or baking. They can be seasoned with a variety of herbs and spices to enhance their natural flavor. Heritage pork is a premium quality meat product that comes from pigs of heritage breeds, which have been selectively bred for their superior taste and nutritional value. These breeds are known for their slow growth, which allows for more marbling and a richer, more flavorful meat.",Antibiotic Free Duroc Pork St Louis Rib Skin-On Heritage,AB93624,,10x3 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/ab93624_0.jpg,,,,https://www.chefswarehouse.com/products/AB93624/,VANDE ROSE,,,,,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/ab93624_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Pork"",""sub-category"":""Pork"",""sub-sub-category"":null,""supplier_name"":null,""country_of_origin"":""PEND"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Beef"",""Level 3 Category"":""Rib"",""Level 4 Category"":""Angus, General, Veal, Wagyu"",""product_variants"":""[{\""code\"":\""JDE_AB93624-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""10x3 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""AB93624\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_AB93624-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""10x3 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
"Jimmy Dean Pre-Cooked Bacon Slices are your ticket to culinary creativity without the hassle. Whether you're creating a classic breakfast sandwich, enhancing a salad, or simply seeking to streamline your kitchen operations, these bacon slices are your ultimate ally. Our Pre-Cooked Bacon Slices offer the classic, smoky, and savory flavors that bacon lovers crave, making them an ideal choice for a variety of culinary applications. The slices are perfectly crispy, adding a delightful crunch to your dishes.",Cooked Thick Bacon Slices,80209N,,1x5.5 LB Case,, ,,,https://www.chefswarehouse.com/siteassets/pim-images/pork/80209n_0.jpg,,,,https://www.chefswarehouse.com/products/80209N/,JIMMY DEAN,,,,JIMMY DEAN,Chefs' Warehouse,,"{""storage_type"":""Frozen"",""image_url"":""https://www.chefswarehouse.com/siteassets/pim-images/pork/80209n_0.jpg"",""avg_case_weight"":null,""dietaryTags"":""sdf"",""category"":""Bacon"",""sub-category"":""Bacon"",""sub-sub-category"":""Pork"",""supplier_name"":null,""country_of_origin"":""United States"",""Group"":""Food"",""Level 1 Category"":""Meat"",""Level 2 Category"":""Pork"",""Level 3 Category"":""Bacon"",""Level 4 Category"":null,""product_variants"":""[{\""code\"":\""JDE_80209N-200001\"",\""metadata\"":{\""unitOfMeasure\"":\""CS\"",\""chefItemFlag\"":false,\""bto\"":false,\""supermarket\"":false,\""stockingType\"":\""P\""},\""text\"":\""Case\"",\""weight\"":\""1x5.5 LB Case\"",\""notifyFormPrefill\"":[{\""field\"":\""product.itemNumber\"",\""prefill\"":{\""value\"":\""80209N\""}},{\""field\"":\""product.uom\"",\""prefill\"":{\""value\"":\""Case\"",\""options\"":[{\""text\"":\""Case\"",\""value\"":\""Case\""}]}},{\""field\"":\""variant.code\"",\""prefill\"":{\""value\"":\""JDE_80209N-200001\""}},{\""field\"":\""product.uomcode\"",\""prefill\"":{\""value\"":\""CS\""}},{\""field\"":\""product.packSize\"",\""prefill\"":{\""value\"":\""1x5.5 LB Case\""}}],\""businessUnit\"":\""200001\""}]""}"
